Bits, Slice LUTs, Slice Registers, Block RAM Tile, DSPs, Bonded IOB, Timing, Accuracy
19, 8.51, 1.33, 0.00, 9.42, 48.44, 0.064, 0.7708
22, 10.87, 1.54, 0.00, 11.44, 56.01, 0.003, 0.7708
25, 13.62, 1.81, 0.00, 12.22, 63.58, -0.564, 0.7708
28, 17.78, 2.08, 0.00, 15.98, 71.15, -0.429, 0.7708
31, 21.75, 2.58, 0.00, 25.14, 78.73, -0.539, 0.7708
34, 24.82, 2.42, 0.00, 29.38, 86.30, -1.256, 0.7708
37, 34.43, 3.88, 0.00, 31.41, 93.87, -1.525, 0.7708
