Bits, Slice LUTs, Slice Registers, Block RAM Tile, DSPs, Bonded IOB, Timing
4, 0.49, 0.02, 0.00, 0.00, 11.54, 0.602, 0.1931931931931932
4, 0.49, 0.02, 0.00, 0.00, 11.54, 0.602, 0.1931931931931932
