Bits, Slice LUTs, Slice Registers, Block RAM Tile, DSPs, Bonded IOB, Timing\n4, 0.81, 0.19, 0.00, 0.00, 11.54, 1.508, 0.21521521521521522
7, 2.69, 0.52, 0.02, 0.04, 19.11, 0.750, 0.3633633633633634
