Width, Accuracy
"4_2", 0.4976303317535545
"7_3", 0.5260663507109005
"10_4", 0.4312796208530806
"13_5", 0.6350710900473934
"16_6", 0.7677725118483413
"19_7", 0.8199052132701422
"22_8", 0.8199052132701422
"25_9", 0.8104265402843602
"28_10", 0.8151658767772512
"31_11", 0.8104265402843602
"34_12", 0.8104265402843602
"37_13", 0.8104265402843602
