Width, Accuracy
"4_2", 0.5010526315789474
"7_3", 0.5614035087719298
"10_4", 0.39223057644110276
"16_6", 0.6914786967418546
"19_7", 0.633483709273183
"22_8", 0.618796992481203
"25_9", 0.6155388471177945
"28_10", 0.6155371432618086
