Bits, Slice LUTs, Slice Registers, Block RAM Tile, DSPs, Bonded IOB, Timing, Accuracy
13, 3.35, 0.83, 0.58, 7.28, 11.54, 9.079, 0.62197383589795
19, 6.82, 1.30, 0.58, 9.16, 16.59, 9.192, 0.8553957195128064
22, 8.57, 1.43, 0.58, 10.88, 19.11, 9.014, 0.85880406997143
