Width, Accuracy
"4_2", 0.1111111111111111
"7_3", 0.5034586466165414
"10_4", 0.5037092731829574
"13_5", 0.8203508771929825
"16_6", 0.8508270676691729
"19_7", 0.8508270676691729
"22_8", 0.8508270676691729
"25_9", 0.8510275689223058
"28_10", 0.8506265664160401
"31_11", 0.8505263157894737
"34_12", 0.8502756892230576
"37_13", 0.850375939849624
