Width, Accuracy
"4_2", 0.0
"4_2", 0.5269086357947435
"7_3", 0.5269086357947435
"10_4", 0.5269086357947435
"13_5", 0.8110137672090113
"16_6", 0.8397997496871089
"19_7", 0.8360450563204005
"22_8", 0.83729662077597
"25_9", 0.8423028785982478
"28_10", 0.8410513141426783
"31_11", 0.8410513141426783
"34_12", 0.8423028785982478
