Bits, Slice LUTs, Slice Registers, Block RAM Tile, DSPs, Bonded IOB, Timing, Accuracy
4, 0.35, 0.18, 0.76, 0.00, 3.97, 6.315, 0.5275
7, 1.39, 0.46, 0.76, 0.00, 6.49, 4.858, 0.5275
10, 3.20, 0.90, 0.76, 0.00, 9.01, 4.614, 0.5275
13, 3.31, 1.04, 0.76, 12.05, 11.54, 3.008, 0.81125
16, 3.78, 1.11, 0.76, 20.34, 14.06, 1.415, 0.84
19, 4.11, 1.15, 0.76, 25.08, 16.59, 0.544, 0.83625
22, 4.87, 1.27, 0.76, 27.03, 19.11, 0.675, 0.8375
25, 5.13, 1.35, 0.76, 28.41, 21.63, 1.194, 0.8425
